season,lg,player,age,team_rank,g,mp,pts,trb,ast,stl,blk,fgpct,3ppct,ftpct,ws,ws_48,player_id,award,coach,w,l,w_lpct,unnamed_4,unnamed_5,unnamed_6,unnamed_7,unnamed_8,games,season_start,season_end
2002-03,NBA,Gilbert Arenas,21.0,gsw,82.0,35.0,18.3,4.7,6.3,1.5,0.2,0.431,0.348,0.791,6.5,0.109,arenagi01,awards_raw,,,,,,,,,,,2002,2003
2001-02,NBA,Jermaine O'Neal,23.0,ind,72.0,37.6,19.0,10.5,1.6,0.6,2.3,0.479,0.071,0.688,6.4,0.113,onealje01,awards_raw,,,,,,,,,,,2001,2002
2000-01,NBA,Tracy McGrady,21.0,orl,77.0,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,mcgratr01,awards_raw,,,,,,,,,,,2000,2001
1999-00,NBA,Jalen Rose,27.0,ind,80.0,37.2,18.2,4.8,4.0,1.1,0.6,0.471,0.393,0.827,7.3,0.118,roseja01,awards_raw,,,,,,,,,,,1999,2000
1997-98,NBA,Alan Henderson,25.0,atl,69.0,29.0,14.3,6.4,1.1,0.6,0.5,0.485,0.5,0.652,6.0,0.144,hendeal01,awards_raw,,,,,,,,,,,1997,1998
1996-97,NBA,Isaac Austin,27.0,mia,82.0,22.9,9.7,5.8,1.2,0.5,0.5,0.502,0.0,0.664,4.0,0.102,austiis01,awards_raw,,,,,,,,,,,1996,1997
1995-96,NBA,Gheorghe Mureșan,24.0,wsb,76.0,29.5,14.5,9.6,0.7,0.7,2.3,0.584,0.0,0.619,8.0,0.172,muresgh01,awards_raw,,,,,,,,,,,1995,1996
1994-95,NBA,Dana Barros,27.0,phi,82.0,40.5,20.6,3.3,7.5,1.8,0.0,0.49,0.464,0.899,12.7,0.183,barroda01,awards_raw,,,,,,,,,,,1994,1995
1993-94,NBA,Don MacLean,24.0,wsb,75.0,33.2,18.2,6.2,2.1,0.6,0.3,0.502,0.143,0.824,5.6,0.108,macledo01,awards_raw,,,,,,,,,,,1993,1994
1992-93,NBA,Mahmoud Abdul-Rauf,23.0,den,81.0,33.5,19.2,2.8,4.2,1.0,0.1,0.45,0.355,0.935,5.1,0.091,abdulma02,awards_raw,,,,,,,,,,,1992,1993
1991-92,NBA,Pervis Ellison,24.0,wsb,66.0,38.0,20.0,11.2,2.9,0.9,2.7,0.539,0.333,0.728,6.9,0.131,ellispe01,awards_raw,,,,,,,,,,,1991,1992
1990-91,NBA,Scott Skiles,26.0,orl,79.0,34.4,17.2,3.4,8.4,1.1,0.1,0.445,0.408,0.902,7.0,0.124,skilesc01,awards_raw,,,,,,,,,,,1990,1991
1989-90,NBA,Rony Seikaly,24.0,mia,74.0,32.6,16.6,10.4,1.1,1.1,1.7,0.502,0.0,0.594,3.2,0.063,seikaro01,awards_raw,,,,,,,,,,,1989,1990
1988-89,NBA,Kevin Johnson,22.0,pho,81.0,39.2,20.4,4.2,12.2,1.7,0.3,0.505,0.091,0.882,12.2,0.184,johnske02,awards_raw,,,,,,,,,,,1988,1989
1987-88,NBA,Kevin Duckworth,23.0,por,78.0,28.5,15.8,7.4,0.8,0.4,0.4,0.496,,0.77,5.2,0.112,duckwke01,awards_raw,,,,,,,,,,,1987,1988
1986-87,NBA,Dale Ellis,26.0,sea,82.0,37.5,24.9,5.5,2.9,1.3,0.4,0.516,0.358,0.787,9.3,0.145,ellisda01,awards_raw,,,,,,,,,,,1986,1987
2024-25,NBA,Shai Gilgeous-Alexander,26.0,okc,76.0,34.2,32.7,5.0,6.4,1.7,1.0,0.519,0.375,0.898,16.7,0.309,gilgesh01,awards_raw,,,,,,,,,,,2024,2025
2023-24,NBA,Nikola Jokić,28.0,den,79.0,34.6,26.4,12.4,9.0,1.4,0.9,0.583,0.359,0.817,17.0,0.299,jokicni01,awards_raw,,,,,,,,,,,2023,2024
2022-23,NBA,Joel Embiid,28.0,phi,66.0,34.6,33.1,10.2,4.2,1.0,1.7,0.548,0.33,0.857,12.3,0.259,embiijo01,awards_raw,,,,,,,,,,,2022,2023
2021-22,NBA,Nikola Jokić,26.0,den,74.0,33.5,27.1,13.8,7.9,1.5,0.9,0.583,0.337,0.81,15.2,0.296,jokicni01,awards_raw,,,,,,,,,,,2021,2022
2020-21,NBA,Nikola Jokić,25.0,den,72.0,34.6,26.4,10.8,8.3,1.3,0.7,0.566,0.388,0.868,15.6,0.301,jokicni01,awards_raw,,,,,,,,,,,2020,2021
2018-19,NBA,Giannis Antetokounmpo,24.0,mil,72.0,32.8,27.7,12.5,5.9,1.3,1.5,0.578,0.256,0.729,14.4,0.292,antetgi01,awards_raw,,,,,,,,,,,2018,2019
2017-18,NBA,James Harden,28.0,hou,72.0,35.4,30.4,5.4,8.8,1.8,0.7,0.449,0.367,0.858,15.4,0.289,hardeja01,awards_raw,,,,,,,,,,,2017,2018
2016-17,NBA,Russell Westbrook,28.0,okc,81.0,34.6,31.6,10.7,10.4,1.6,0.4,0.425,0.343,0.845,13.1,0.224,westbru01,awards_raw,,,,,,,,,,,2016,2017
2015-16,NBA,Stephen Curry,27.0,gsw,79.0,34.2,30.1,5.4,6.7,2.1,0.2,0.504,0.454,0.908,17.9,0.318,curryst01,awards_raw,,,,,,,,,,,2015,2016
2014-15,NBA,Stephen Curry,26.0,gsw,80.0,32.7,23.8,4.3,7.7,2.0,0.2,0.487,0.443,0.914,15.7,0.288,curryst01,awards_raw,,,,,,,,,,,2014,2015
2013-14,NBA,Kevin Durant,25.0,okc,81.0,38.5,32.0,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,duranke01,awards_raw,,,,,,,,,,,2013,2014
2012-13,NBA,LeBron James,28.0,mia,76.0,37.9,26.8,8.0,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,jamesle01,awards_raw,,,,,,,,,,,2012,2013
2011-12,NBA,LeBron James,27.0,mia,62.0,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,jamesle01,awards_raw,,,,,,,,,,,2011,2012
2010-11,NBA,Derrick Rose,22.0,chi,81.0,37.4,25.0,4.1,7.7,1.0,0.6,0.445,0.332,0.858,13.1,0.208,rosede01,awards_raw,,,,,,,,,,,2010,2011
2009-10,NBA,LeBron James,25.0,cle,76.0,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,18.5,0.299,jamesle01,awards_raw,,,,,,,,,,,2009,2010
2008-09,NBA,LeBron James,24.0,cle,81.0,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,jamesle01,awards_raw,,,,,,,,,,,2008,2009
2007-08,NBA,Kobe Bryant,29.0,lal,82.0,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,bryanko01,awards_raw,,,,,,,,,,,2007,2008
2006-07,NBA,Dirk Nowitzki,28.0,dal,78.0,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,nowitdi01,awards_raw,,,,,,,,,,,2006,2007
2005-06,NBA,Steve Nash,31.0,pho,79.0,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,nashst01,awards_raw,,,,,,,,,,,2005,2006
2004-05,NBA,Steve Nash,30.0,pho,75.0,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,10.9,0.203,nashst01,awards_raw,,,,,,,,,,,2004,2005
2003-04,NBA,Kevin Garnett,27.0,min,82.0,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272,garneke01,awards_raw,,,,,,,,,,,2003,2004
2002-03,NBA,Tim Duncan,26.0,sas,81.0,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,duncati01,awards_raw,,,,,,,,,,,2002,2003
2001-02,NBA,Tim Duncan,25.0,sas,82.0,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,duncati01,awards_raw,,,,,,,,,,,2001,2002
2000-01,NBA,Allen Iverson,25.0,phi,71.0,42.0,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,iversal01,awards_raw,,,,,,,,,,,2000,2001
1999-00,NBA,Shaquille O'Neal,27.0,lal,79.0,40.0,29.7,13.6,3.8,0.5,3.0,0.574,0.0,0.524,18.6,0.283,onealsh01,awards_raw,,,,,,,,,,,1999,2000
1998-99,NBA,Karl Malone,35.0,uta,49.0,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0.0,0.788,9.6,0.252,malonka01,awards_raw,,,,,,,,,,,1998,1999
1997-98,NBA,Michael Jordan,34.0,chi,82.0,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238,jordami01,awards_raw,,,,,,,,,,,1997,1998
1996-97,NBA,Karl Malone,33.0,uta,82.0,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0.0,0.755,16.7,0.268,malonka01,awards_raw,,,,,,,,,,,1996,1997
1995-96,NBA,Michael Jordan,32.0,chi,82.0,37.7,30.4,6.6,4.3,2.2,0.5,0.495,0.427,0.834,20.4,0.317,jordami01,awards_raw,,,,,,,,,,,1995,1996
1994-95,NBA,David Robinson,29.0,sas,81.0,38.0,27.6,10.8,2.9,1.7,3.2,0.53,0.3,0.774,17.5,0.273,robinda01,awards_raw,,,,,,,,,,,1994,1995
1992-93,NBA,Charles Barkley,29.0,pho,76.0,37.6,25.6,12.2,5.1,1.6,1.0,0.52,0.305,0.765,14.4,0.242,barklch01,awards_raw,,,,,,,,,,,1992,1993
1991-92,NBA,Michael Jordan,28.0,chi,80.0,38.8,30.1,6.4,6.1,2.3,0.9,0.519,0.27,0.832,17.7,0.274,jordami01,awards_raw,,,,,,,,,,,1991,1992
1990-91,NBA,Michael Jordan,27.0,chi,82.0,37.0,31.5,6.0,5.5,2.7,1.0,0.539,0.312,0.851,20.3,0.321,jordami01,awards_raw,,,,,,,,,,,1990,1991
1989-90,NBA,Magic Johnson,30.0,lal,79.0,37.2,22.3,6.6,11.5,1.7,0.4,0.48,0.384,0.89,16.5,0.27,johnsma02,awards_raw,,,,,,,,,,,1989,1990
1988-89,NBA,Magic Johnson,29.0,lal,77.0,37.5,22.5,7.9,12.8,1.8,0.3,0.509,0.314,0.911,16.1,0.267,johnsma02,awards_raw,,,,,,,,,,,1988,1989
1986-87,NBA,Magic Johnson,27.0,lal,80.0,36.3,23.9,6.3,12.2,1.7,0.5,0.522,0.205,0.848,15.9,0.263,johnsma02,awards_raw,,,,,,,,,,,1986,1987
1985-86,NBA,Larry Bird,29.0,bos,82.0,38.0,25.8,9.8,6.8,2.0,0.6,0.496,0.423,0.896,15.8,0.244,birdla01,awards_raw,,,,,,,,,,,1985,1986
1984-85,NBA,Larry Bird,28.0,bos,80.0,39.5,28.7,10.5,6.6,1.6,1.2,0.522,0.427,0.882,15.7,0.238,birdla01,awards_raw,,,,,,,,,,,1984,1985
1983-84,NBA,Larry Bird,27.0,bos,79.0,38.3,24.2,10.1,6.6,1.8,0.9,0.492,0.247,0.888,13.6,0.215,birdla01,awards_raw,,,,,,,,,,,1983,1984
1982-83,NBA,Moses Malone,27.0,phi,78.0,37.5,24.5,15.3,1.3,1.1,2.0,0.501,0.0,0.761,15.1,0.248,malonmo01,awards_raw,,,,,,,,,,,1982,1983
1981-82,NBA,Moses Malone,26.0,hou,81.0,42.0,31.1,14.7,1.8,0.9,1.5,0.519,0.0,0.762,15.4,0.218,malonmo01,awards_raw,,,,,,,,,,,1981,1982
1980-81,NBA,Julius Erving,30.0,phi,82.0,35.0,24.6,8.0,4.4,2.1,1.8,0.521,0.222,0.787,13.8,0.231,ervinju01,awards_raw,,,,,,,,,,,1980,1981
1979-80,NBA,Kareem Abdul-Jabbar,32.0,lal,82.0,38.3,24.8,10.8,4.5,1.0,3.4,0.604,0.0,0.765,14.8,0.227,abdulka01,awards_raw,,,,,,,,,,,1979,1980
1978-79,NBA,Moses Malone,23.0,hou,82.0,41.3,24.8,17.6,1.8,1.0,1.5,0.54,,0.739,14.1,0.2,malonmo01,awards_raw,,,,,,,,,,,1978,1979
1977-78,NBA,Bill Walton,25.0,por,58.0,33.3,18.9,13.2,5.0,1.0,2.5,0.522,,0.72,8.4,0.209,waltobi01,awards_raw,,,,,,,,,,,1977,1978
1976-77,NBA,Kareem Abdul-Jabbar,29.0,lal,82.0,36.8,26.2,13.3,3.9,1.2,3.2,0.579,,0.701,17.8,0.283,abdulka01,awards_raw,,,,,,,,,,,1976,1977
1975-76,NBA,Kareem Abdul-Jabbar,28.0,lal,82.0,41.2,27.7,16.9,5.0,1.5,4.1,0.529,,0.703,17.0,0.242,abdulka01,awards_raw,,,,,,,,,,,1975,1976
1974-75,NBA,Bob McAdoo,23.0,buf,82.0,43.2,34.5,14.1,2.2,1.1,2.1,0.512,,0.805,17.8,0.242,mcadobo01,awards_raw,,,,,,,,,,,1974,1975
1973-74,NBA,Kareem Abdul-Jabbar,26.0,mil,81.0,43.8,27.0,14.5,4.8,1.4,3.5,0.539,,0.702,18.4,0.25,abdulka01,awards_raw,,,,,,,,,,,1973,1974
1972-73,NBA,Dave Cowens,24.0,bos,82.0,41.8,20.5,16.2,4.1,,,0.452,,0.779,12.0,0.168,cowenda01,awards_raw,,,,,,,,,,,1972,1973
1971-72,NBA,Kareem Abdul-Jabbar,24.0,mil,81.0,44.2,34.8,16.6,4.6,,,0.574,,0.689,25.4,0.34,abdulka01,awards_raw,,,,,,,,,,,1971,1972
1970-71,NBA,Kareem Abdul-Jabbar,23.0,mil,82.0,40.1,31.7,16.0,3.3,,,0.577,,0.69,22.3,0.326,abdulka01,awards_raw,,,,,,,,,,,1970,1971
1969-70,NBA,Willis Reed,27.0,nyk,81.0,38.1,21.7,13.9,2.0,,,0.507,,0.756,14.6,0.227,reedwi01,awards_raw,,,,,,,,,,,1969,1970
1968-69,NBA,Wes Unseld,22.0,bal,82.0,36.2,13.8,18.2,2.6,,,0.476,,0.605,10.8,0.175,unselwe01,awards_raw,,,,,,,,,,,1968,1969
1967-68,NBA,Wilt Chamberlain,31.0,phi,82.0,46.8,24.3,23.8,8.6,,,0.595,,0.38,20.4,0.255,chambwi01,awards_raw,,,,,,,,,,,1967,1968
1966-67,NBA,Wilt Chamberlain,30.0,phi,81.0,45.5,24.1,24.2,7.8,,,0.683,,0.441,21.9,0.285,chambwi01,awards_raw,,,,,,,,,,,1966,1967
1965-66,NBA,Wilt Chamberlain,29.0,phi,79.0,47.3,33.5,24.6,5.2,,,0.54,,0.513,21.4,0.275,chambwi01,awards_raw,,,,,,,,,,,1965,1966
1964-65,NBA,Bill Russell,30.0,bos,78.0,44.4,14.1,24.1,5.3,,,0.438,,0.573,16.9,0.233,russebi01,awards_raw,,,,,,,,,,,1964,1965
1963-64,NBA,Oscar Robertson,25.0,cin,79.0,45.1,31.4,9.9,11.0,,,0.483,,0.853,20.6,0.278,roberos01,awards_raw,,,,,,,,,,,1963,1964
1962-63,NBA,Bill Russell,28.0,bos,78.0,44.9,16.8,23.6,4.5,,,0.432,,0.555,13.5,0.185,russebi01,awards_raw,,,,,,,,,,,1962,1963
1961-62,NBA,Bill Russell,27.0,bos,76.0,45.2,18.9,23.6,4.5,,,0.457,,0.595,15.5,0.217,russebi01,awards_raw,,,,,,,,,,,1961,1962
1960-61,NBA,Bill Russell,26.0,bos,78.0,44.3,16.9,23.9,3.4,,,0.426,,0.55,13.0,0.181,russebi01,awards_raw,,,,,,,,,,,1960,1961
1959-60,NBA,Wilt Chamberlain,23.0,phw,72.0,46.4,37.6,27.0,2.3,,,0.461,,0.582,17.0,0.245,chambwi01,awards_raw,,,,,,,,,,,1959,1960
1958-59,NBA,Bob Pettit,26.0,stl,72.0,39.9,29.2,16.4,3.1,,,0.438,,0.759,14.8,0.246,pettibo01,awards_raw,,,,,,,,,,,1958,1959
1957-58,NBA,Bill Russell,23.0,bos,69.0,38.3,16.6,22.7,2.9,,,0.442,,0.519,11.3,0.206,russebi01,awards_raw,,,,,,,,,,,1957,1958
1956-57,NBA,Bob Cousy,28.0,bos,64.0,36.9,20.6,4.8,7.5,,,0.378,,0.821,8.8,0.178,cousybo01,awards_raw,,,,,,,,,,,1956,1957
1955-56,NBA,Bob Pettit,23.0,stl,72.0,38.8,25.7,16.2,2.6,,,0.429,,0.736,13.8,0.236,pettibo01,awards_raw,,,,,,,,,,,1955,1956
2024-25,NBA,,,cle,82.0,,,,,,,,,,,,,awards_raw,,64.0,18.0,0.78,,,,,,,2024,2025
2023-24,NBA,,,okc,82.0,,,,,,,,,,,,,awards_raw,,57.0,25.0,0.695,,,,,,,2023,2024
2022-23,NBA,,,sac,82.0,,,,,,,,,,,,,awards_raw,,48.0,34.0,0.585,,,,,,,2022,2023
2021-22,NBA,,,pho,82.0,,,,,,,,,,,,,awards_raw,,64.0,18.0,0.78,,,,,,,2021,2022
2020-21,NBA,,,nyk,72.0,,,,,,,,,,,,,awards_raw,,41.0,31.0,0.569,,,,,,,2020,2021
2019-20,NBA,,,tor,72.0,,,,,,,,,,,,,awards_raw,,53.0,19.0,0.736,,,,,,,2019,2020
2018-19,NBA,,,mil,82.0,,,,,,,,,,,,,awards_raw,,60.0,22.0,0.732,,,,,,,2018,2019
2017-18,NBA,,,tor,82.0,,,,,,,,,,,,,awards_raw,,59.0,23.0,0.72,,,,,,,2017,2018
2016-17,NBA,,,hou,82.0,,,,,,,,,,,,,awards_raw,,55.0,27.0,0.671,,,,,,,2016,2017
2015-16,NBA,,,gsw,82.0,,,,,,,,,,,,,awards_raw,,73.0,9.0,0.89,,,,,,,2015,2016
2014-15,NBA,,,atl,82.0,,,,,,,,,,,,,awards_raw,,60.0,22.0,0.732,,,,,,,2014,2015
2013-14,NBA,,,sas,82.0,,,,,,,,,,,,,awards_raw,,62.0,20.0,0.756,,,,,,,2013,2014
2012-13,NBA,,,den,82.0,,,,,,,,,,,,,awards_raw,,57.0,25.0,0.695,,,,,,,2012,2013
2011-12,NBA,,,sas,66.0,,,,,,,,,,,,,awards_raw,,50.0,16.0,0.758,,,,,,,2011,2012
2010-11,NBA,,,chi,82.0,,,,,,,,,,,,,awards_raw,,62.0,20.0,0.756,,,,,,,2010,2011
2009-10,NBA,,,okc,82.0,,,,,,,,,,,,,awards_raw,,50.0,32.0,0.61,,,,,,,2009,2010
2008-09,NBA,,,cle,82.0,,,,,,,,,,,,,awards_raw,,66.0,16.0,0.805,,,,,,,2008,2009
2007-08,NBA,,,noh,82.0,,,,,,,,,,,,,awards_raw,,56.0,26.0,0.683,,,,,,,2007,2008
2006-07,NBA,,,tor,82.0,,,,,,,,,,,,,awards_raw,,47.0,35.0,0.573,,,,,,,2006,2007
2005-06,NBA,,,dal,82.0,,,,,,,,,,,,,awards_raw,,60.0,22.0,0.732,,,,,,,2005,2006
2004-05,NBA,,,pho,82.0,,,,,,,,,,,,,awards_raw,,62.0,20.0,0.756,,,,,,,2004,2005
2003-04,NBA,,,mem,82.0,,,,,,,,,,,,,awards_raw,,50.0,32.0,0.61,,,,,,,2003,2004
2002-03,NBA,,,sas,82.0,,,,,,,,,,,,,awards_raw,,60.0,22.0,0.732,,,,,,,2002,2003
2001-02,NBA,,,det,82.0,,,,,,,,,,,,,awards_raw,,50.0,32.0,0.61,,,,,,,2001,2002
2000-01,NBA,,,phi,82.0,,,,,,,,,,,,,awards_raw,,56.0,26.0,0.683,,,,,,,2000,2001
1999-00,NBA,,,orl,82.0,,,,,,,,,,,,,awards_raw,,41.0,41.0,0.5,,,,,,,1999,2000
1998-99,NBA,,,por,50.0,,,,,,,,,,,,,awards_raw,,35.0,15.0,0.7,,,,,,,1998,1999
1997-98,NBA,,,ind,82.0,,,,,,,,,,,,,awards_raw,,58.0,24.0,0.707,,,,,,,1997,1998
1996-97,NBA,,,mia,82.0,,,,,,,,,,,,,awards_raw,,61.0,21.0,0.744,,,,,,,1996,1997
1995-96,NBA,,,chi,82.0,,,,,,,,,,,,,awards_raw,,72.0,10.0,0.878,,,,,,,1995,1996
1994-95,NBA,,,lal,82.0,,,,,,,,,,,,,awards_raw,,48.0,34.0,0.585,,,,,,,1994,1995
1993-94,NBA,,,atl,82.0,,,,,,,,,,,,,awards_raw,,57.0,25.0,0.695,,,,,,,1993,1994
1992-93,NBA,,,nyk,82.0,,,,,,,,,,,,,awards_raw,,60.0,22.0,0.732,,,,,,,1992,1993
1991-92,NBA,,,gsw,82.0,,,,,,,,,,,,,awards_raw,,55.0,27.0,0.671,,,,,,,1991,1992
1990-91,NBA,,,hou,82.0,,,,,,,,,,,,,awards_raw,,52.0,30.0,0.634,,,,,,,1990,1991
1989-90,NBA,,,lal,82.0,,,,,,,,,,,,,awards_raw,,63.0,19.0,0.768,,,,,,,1989,1990
1988-89,NBA,,,pho,82.0,,,,,,,,,,,,,awards_raw,,55.0,27.0,0.671,,,,,,,1988,1989
1987-88,NBA,,,den,82.0,,,,,,,,,,,,,awards_raw,,54.0,28.0,0.659,,,,,,,1987,1988
1986-87,NBA,,,por,82.0,,,,,,,,,,,,,awards_raw,,49.0,33.0,0.598,,,,,,,1986,1987
1985-86,NBA,,,atl,82.0,,,,,,,,,,,,,awards_raw,,50.0,32.0,0.61,,,,,,,1985,1986
1984-85,NBA,,,mil,82.0,,,,,,,,,,,,,awards_raw,,59.0,23.0,0.72,,,,,,,1984,1985
1983-84,NBA,,,uta,82.0,,,,,,,,,,,,,awards_raw,,45.0,37.0,0.549,,,,,,,1983,1984
1982-83,NBA,,,mil,82.0,,,,,,,,,,,,,awards_raw,,51.0,31.0,0.622,,,,,,,1982,1983
1981-82,NBA,,,wsb,82.0,,,,,,,,,,,,,awards_raw,,43.0,39.0,0.524,,,,,,,1981,1982
1980-81,NBA,,,ind,82.0,,,,,,,,,,,,,awards_raw,,44.0,38.0,0.537,,,,,,,1980,1981
1979-80,NBA,,,bos,82.0,,,,,,,,,,,,,awards_raw,,61.0,21.0,0.744,,,,,,,1979,1980
1978-79,NBA,,,kck,82.0,,,,,,,,,,,,,awards_raw,,48.0,34.0,0.585,,,,,,,1978,1979
1977-78,NBA,,,atl,82.0,,,,,,,,,,,,,awards_raw,,41.0,41.0,0.5,,,,,,,1977,1978
1976-77,NBA,,,hou,82.0,,,,,,,,,,,,,awards_raw,,49.0,33.0,0.598,,,,,,,1976,1977
1975-76,NBA,,,cle,82.0,,,,,,,,,,,,,awards_raw,,49.0,33.0,0.598,,,,,,,1975,1976
1974-75,NBA,,,kco,82.0,,,,,,,,,,,,,awards_raw,,44.0,38.0,0.537,,,,,,,1974,1975
1973-74,NBA,,,det,82.0,,,,,,,,,,,,,awards_raw,,52.0,30.0,0.634,,,,,,,1973,1974
1972-73,NBA,,,bos,82.0,,,,,,,,,,,,,awards_raw,,68.0,14.0,0.829,,,,,,,1972,1973
1971-72,NBA,,,lal,82.0,,,,,,,,,,,,,awards_raw,,69.0,13.0,0.841,,,,,,,1971,1972
1970-71,NBA,,,chi,82.0,,,,,,,,,,,,,awards_raw,,51.0,31.0,0.622,,,,,,,1970,1971
1969-70,NBA,,,nyk,82.0,,,,,,,,,,,,,awards_raw,,60.0,22.0,0.732,,,,,,,1969,1970
1968-69,NBA,,,bal,82.0,,,,,,,,,,,,,awards_raw,,57.0,25.0,0.695,,,,,,,1968,1969
1967-68,NBA,,,stl,82.0,,,,,,,,,,,,,awards_raw,,56.0,26.0,0.683,,,,,,,1967,1968
1966-67,NBA,,,chi,81.0,,,,,,,,,,,,,awards_raw,,33.0,48.0,0.407,,,,,,,1966,1967
1965-66,NBA,,,phi,80.0,,,,,,,,,,,,,awards_raw,,55.0,25.0,0.688,,,,,,,1965,1966
1964-65,NBA,,,bos,80.0,,,,,,,,,,,,,awards_raw,,62.0,18.0,0.775,,,,,,,1964,1965
1963-64,NBA,,,sfw,80.0,,,,,,,,,,,,,awards_raw,,48.0,32.0,0.6,,,,,,,1963,1964
1962-63,NBA,,,stl,80.0,,,,,,,,,,,,,awards_raw,,48.0,32.0,0.6,,,,,,,1962,1963
2024-25,NBA,Stephon Castle,20.0,sas,81.0,26.7,14.7,3.7,4.1,0.9,0.3,0.428,0.285,0.724,1.1,0.025,castlst01,awards_raw,,,,,,,,,,,2024,2025
2023-24,NBA,Victor Wembanyama,20.0,sas,71.0,29.7,21.4,10.6,3.9,1.2,3.6,0.465,0.325,0.796,3.7,0.085,wembavi01,awards_raw,,,,,,,,,,,2023,2024
2022-23,NBA,Paolo Banchero,20.0,orl,72.0,33.8,20.0,6.9,3.7,0.8,0.5,0.427,0.298,0.738,2.4,0.047,banchpa01,awards_raw,,,,,,,,,,,2022,2023
2021-22,NBA,Scottie Barnes,20.0,tor,74.0,35.4,15.3,7.5,3.5,1.1,0.7,0.492,0.301,0.735,6.6,0.122,barnesc01,awards_raw,,,,,,,,,,,2021,2022
2020-21,NBA,LaMelo Ball,19.0,cho,51.0,28.8,15.7,5.9,6.1,1.6,0.4,0.436,0.352,0.758,2.8,0.093,ballla01,awards_raw,,,,,,,,,,,2020,2021
2019-20,NBA,Ja Morant,20.0,mem,67.0,31.0,17.8,3.9,7.3,0.9,0.3,0.477,0.335,0.776,3.8,0.088,moranja01,awards_raw,,,,,,,,,,,2019,2020
2018-19,NBA,Luka Dončić,19.0,dal,72.0,32.2,21.2,7.8,6.0,1.1,0.3,0.427,0.327,0.713,4.9,0.101,doncilu01,awards_raw,,,,,,,,,,,2018,2019
2017-18,NBA,Ben Simmons,21.0,phi,81.0,33.7,15.8,8.1,8.2,1.7,0.9,0.545,0.0,0.56,9.2,0.162,simmobe01,awards_raw,,,,,,,,,,,2017,2018
2016-17,NBA,Malcolm Brogdon,24.0,mil,75.0,26.4,10.2,2.8,4.2,1.1,0.2,0.457,0.404,0.865,4.1,0.1,brogdma01,awards_raw,,,,,,,,,,,2016,2017
2015-16,NBA,Karl-Anthony Towns,20.0,min,82.0,32.0,18.3,10.5,2.0,0.7,1.7,0.542,0.341,0.811,8.3,0.151,townska01,awards_raw,,,,,,,,,,,2015,2016
2014-15,NBA,Andrew Wiggins,19.0,min,82.0,36.2,16.9,4.6,2.1,1.0,0.6,0.437,0.31,0.76,2.1,0.034,wiggian01,awards_raw,,,,,,,,,,,2014,2015
2013-14,NBA,Michael Carter-Williams,22.0,phi,70.0,34.5,16.7,6.2,6.3,1.9,0.6,0.405,0.264,0.703,1.3,0.026,cartemi01,awards_raw,,,,,,,,,,,2013,2014
2012-13,NBA,Damian Lillard,22.0,por,82.0,38.6,19.0,3.1,6.5,0.9,0.2,0.429,0.368,0.844,5.8,0.088,lillada01,awards_raw,,,,,,,,,,,2012,2013
2011-12,NBA,Kyrie Irving,19.0,cle,51.0,30.5,18.5,3.7,5.4,1.1,0.4,0.469,0.399,0.872,4.1,0.125,irvinky01,awards_raw,,,,,,,,,,,2011,2012
2010-11,NBA,Blake Griffin,21.0,lac,82.0,38.0,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,griffbl01,awards_raw,,,,,,,,,,,2010,2011
2009-10,NBA,Tyreke Evans,20.0,sac,72.0,37.2,20.1,5.3,5.8,1.5,0.4,0.458,0.255,0.748,5.4,0.097,evansty01,awards_raw,,,,,,,,,,,2009,2010
2008-09,NBA,Derrick Rose,20.0,chi,81.0,37.0,16.8,3.9,6.3,0.8,0.2,0.475,0.222,0.788,4.9,0.078,rosede01,awards_raw,,,,,,,,,,,2008,2009
2007-08,NBA,Kevin Durant,19.0,sea,80.0,34.6,20.3,4.4,2.4,1.0,0.9,0.43,0.288,0.873,2.3,0.04,duranke01,awards_raw,,,,,,,,,,,2007,2008
