"player","team","number","position","height","weight","last_attended","country","profile_url","is_active","is_free_agent","is_retired","headshot_url","birthdate","draft","experience","legacy"
"Chris McCray","","","","","","","","https://www.nba.com/player/200840/chris-mccray",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200840.png","May 27, 1984","Undrafted","1 Year",False
"Rodney McCray","","","","","","","","https://www.nba.com/player/1622/rodney-mccray",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1622.png","August 29, 1961","1983 R1 Pick 3","10 Years",False
"Scooter McCray","","","","","","","","https://www.nba.com/player/77518/HISTADD-scooter-mccray",False,False,True,"","1960-02-08T00:00:00","1983 #36","3 Years",True
"Erik McCree","","","","","","","","https://www.nba.com/player/1628571/erik-mccree",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628571.png","December 20, 1993","Undrafted","1 Year",False
"Kevin McCullar Jr.","NYK","","","","","","","https://www.nba.com/player/1641755/kevin-mccullar-jr",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png","March 15, 2001","2024 R2 Pick 56","Rookie",False
"Chris McCullough","","","","","","","","https://www.nba.com/player/1626191/chris-mccullough",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1626191.png","February 5, 1995","2015 R1 Pick 29","4 Years",False
"John McCullough","","","","","","","","https://www.nba.com/player/77520/HISTADD-john-mccullough",False,False,True,"","1956-10-05T00:00:00","1979 #85","1 Years",True
"Clint McDaniel","","","","","","","","https://www.nba.com/player/723/clint-mcdaniel",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/723.png","February 26, 1972","Undrafted","1 Year",False
"Xavier McDaniel","","","","","","","","https://www.nba.com/player/1365/xavier-mcdaniel",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1365.png","June 4, 1963","1985 R1 Pick 4","12 Years",False
"Jaden McDaniels","MIN","","","","","","","https://www.nba.com/player/1630183/jaden-mcdaniels",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630183.png","September 29, 2000","2020 R1 Pick 28","4 Years",False
"Jalen McDaniels","","","","","","","","https://www.nba.com/player/1629667/jalen-mcdaniels",False,False,True,"","January 31, 1998","2019 R2 Pick 52","5 Years",False
"Jim McDaniels","","","","","","","","https://www.nba.com/player/77523/HISTADD-jim-mcdaniels",False,False,True,"","1948-04-02T00:00:00","1971 #23","5 Years",True
"KJ McDaniels","","","","","","","","https://www.nba.com/player/203909/kj-mcdaniels",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203909.png","February 9, 1993","2014 R2 Pick 32","4 Years",False
"Doug McDermott","SAC","","","","","","","https://www.nba.com/player/203926/doug-mcdermott",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png","January 3, 1992","2014 R1 Pick 11","10 Years",False
"Sean McDermott","","","","","","","","https://www.nba.com/player/1630253/sean-mcdermott",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630253.png","November 3, 1996","Undrafted","2 Years",False
"Ben McDonald","","","","","","","","https://www.nba.com/player/77524/HISTADD-ben-mcdonald",False,False,True,"","1962-07-20T00:00:00","1984 #50","4 Years",True
"Glenn McDonald","","","","","","","","https://www.nba.com/player/77525/HISTADD-glenn-mcdonald",False,False,True,"","1952-03-18T00:00:00","1974 #17","3 Years",True
"Michael McDonald","","","","","","","","https://www.nba.com/player/1075/michael-mcdonald",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1075.png","February 13, 1969","1995 R2 Pick 55","1 Year",False
"Hank McDowell","","","","","","","","https://www.nba.com/player/77527/HISTADD-hank-mcdowell",False,False,True,"","1959-11-13T00:00:00","1981 #102","6 Years",True
"Antonio McDyess","","","","","","","","https://www.nba.com/player/686/antonio-mcdyess",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/686.png","September 7, 1974","1995 R1 Pick 2","16 Years",False
"Jim McElroy","","","","","","","","https://www.nba.com/player/77528/HISTADD-jim-mcelroy",False,False,True,"","1953-10-04T00:00:00","1975 #38","7 Years",True
"Ivan McFarlin","","","","","","","","https://www.nba.com/player/200829/ivan-mcfarlin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200829.png","April 26, 1982","Undrafted","1 Year",False
"Mel McGaha","","","","","","","","https://www.nba.com/player/77529/HISTADD-mel-mcgaha",False,False,True,"","","","",True
"Mitch McGary","","","","","","","","https://www.nba.com/player/203956/mitch-mcgary",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203956.png","June 6, 1992","2014 R1 Pick 21","3 Years",False
"JaVale McGee","","","","","","","","https://www.nba.com/player/201580/javale-mcgee",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201580.png","January 19, 1988","2008 R1 Pick 18","17 Years",False
"Mike McGee","","","","","","","","https://www.nba.com/player/77530/HISTADD-mike-mcgee",False,False,True,"","1959-07-29T00:00:00","1981 #19","9 Years",True
"Bill McGill","","","","","","","","https://www.nba.com/player/77531/HISTADD-thehill-mcgill",False,False,True,"","1939-09-16T00:00:00","1962 #1","3 Years",True
"George McGinnis","","","","","","","","https://www.nba.com/player/77532/HISTADD-george-mcginnis",False,False,True,"","1950-08-12T00:00:00","1973 #22","7 Years",True
"Jon McGlocklin","","","","","","","","https://www.nba.com/player/77533/HISTADD-jon-mcglocklin",False,False,True,"","1943-06-10T00:00:00","1965 #24","11 Years",True
"Bryce McGowens","POR","","","","","","","https://www.nba.com/player/1631121/bryce-mcgowens",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1631121.png","November 8, 2002","2022 R2 Pick 40","2 Years",False
"Tracy McGrady","","","","","","","","https://www.nba.com/player/1503/tracy-mcgrady",False,False,True,"","May 24, 1979","1997 R1 Pick 9","17 Years",False
"Gil McGregor","","","","","","","","https://www.nba.com/player/77534/HISTADD-gil-mcgregor",False,False,True,"","1949-06-14T00:00:00","1971 #89","1 Years",True
"Cameron McGriff","","","","","","","","https://www.nba.com/player/1630787/cameron-mcgriff",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630787.png","September 30, 1997","Undrafted","2 Years",False
"Rodney McGruder","","","","","","","","https://www.nba.com/player/203585/rodney-mcgruder",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203585.png","July 29, 1991","Undrafted","8 Years",False
"Al McGuire","","","","","","","","https://www.nba.com/player/77536/HISTADD-al-mcguire",False,False,True,"","1928-09-07T00:00:00","1951 #55","4 Years",True
"Allie McGuire","","","","","","","","https://www.nba.com/player/77535/HISTADD-allie-mcguire",False,False,True,"","1951-07-10T00:00:00","1973 #49","1 Years",True
"Dick McGuire","","","","","","","","https://www.nba.com/player/77537/HISTADD-dick-mcguire",False,False,True,"","1926-01-25T00:00:00","1949 #7","11 Years",True
"Dominic McGuire","","","","","","","","https://www.nba.com/player/201187/dominic-mcguire",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201187.png","October 20, 1985","2007 R2 Pick 47","7 Years",False
"Kevin McHale","","","","","","","","https://www.nba.com/player/1450/kevin-mchale",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1450.png","December 19, 1957","1980 R1 Pick 3","13 Years",False
"Jim McIlvaine","","","","","","","","https://www.nba.com/player/29/jim-mcilvaine",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/29.png","July 30, 1972","1994 R2 Pick 32","7 Years",False
"Jeff McInnis","","","","","","","","https://www.nba.com/player/976/jeff-mcinnis",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/976.png","October 22, 1974","1996 R2 Pick 37","11 Years",False
"Kenny McIntosh","","","","","","","","https://www.nba.com/player/77540/HISTADD-kenny-mcintosh",False,False,True,"","1949-01-21T00:00:00","1971 #15","4 Years",True
"Kevin McKenna","","","","","","","","https://www.nba.com/player/77541/HISTADD-kevin-mckenna",False,False,True,"","1959-01-08T00:00:00","1981 #88","6 Years",True
"Forrest McKenzie","","","","","","","","https://www.nba.com/player/77542/HISTADD-forrest-mckenzie",False,False,True,"","1963-02-16T00:00:00","1986 #48","1 Years",True
"Stan McKenzie","","","","","","","","https://www.nba.com/player/77543/HISTADD-stan-mckenzie",False,False,True,"","1944-10-06T00:00:00","1966 #94","7 Years",True
"Derrick McKey","","","","","","","","https://www.nba.com/player/365/derrick-mckey",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/365.png","October 10, 1966","1987 R1 Pick 9","15 Years",False
"Aaron McKie","","","","","","","","https://www.nba.com/player/243/aaron-mckie",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/243.png","October 2, 1972","1994 R1 Pick 17","14 Years",False
"Billy McKinney","","","","","","","","https://www.nba.com/player/77547/HISTADD-billy-mckinney",False,False,True,"","1955-06-05T00:00:00","1977 #115","7 Years",True
"Carlton McKinney","","","","","","","","https://www.nba.com/player/77545/HISTADD-carlton-mckinney",False,False,True,"","1964-10-21T00:00:00","Undrafted #Undrafted","2 Years",True
"Horace McKinney","","","","","","","","https://www.nba.com/player/77546/HISTADD-bones-mckinney",False,False,True,"","1919-01-01T00:00:00","Undrafted #Undrafted","6 Years",True
"Trey McKinney-Jones","","","","","","","","https://www.nba.com/player/203590/trey-mckinney-jones",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203590.png","August 27, 1990","Undrafted","1 Year",False
"Alfonzo McKinnie","","","","","","","","https://www.nba.com/player/1628035/alfonzo-mckinnie",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628035.png","September 17, 1992","Undrafted","5 Years",False
"JaQuori McLaughlin","","","","","","","","https://www.nba.com/player/1630605/jaquori-mclaughlin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630605.png","January 29, 1998","Undrafted","1 Year",False
"Jordan McLaughlin","SAS","","","","","","","https://www.nba.com/player/1629162/jordan-mclaughlin",True,False,False,"","April 9, 1996","Undrafted","5 Years",False
"Ben McLemore","","","","","","","","https://www.nba.com/player/203463/ben-mclemore",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203463.png","February 11, 1993","2013 R1 Pick 7","10 Years",False
"Mccoy McLemore","","","","","","","","https://www.nba.com/player/77548/HISTADD-mccoy-mclemore",False,False,True,"","1942-04-03T00:00:00","1964 #23","8 Years",True
"George McLeod","","","","","","","","https://www.nba.com/player/77549/HISTADD-george-mcleod",False,False,True,"","","","",True
"Keith McLeod","","","","","","","","https://www.nba.com/player/2693/keith-mcleod",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2693.png","November 5, 1979","Undrafted","5 Years",False
"Roshown McLeod","","","","","","","","https://www.nba.com/player/1728/roshown-mcleod",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1728.png","November 17, 1975","1998 R1 Pick 20","3 Years",False
"Jack McMahon","","","","","","","","https://www.nba.com/player/77551/HISTADD-jack-mcmahon",False,False,True,"","","","",True
"Nate McMillan","","","","","","","","https://www.nba.com/player/203/nate-mcmillan",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203.png","August 3, 1964","1986 R2 Pick 30","12 Years",False
"Tom McMillen","","","","","","","","https://www.nba.com/player/77553/HISTADD-tom-mcmillen",False,False,True,"","1952-05-26T00:00:00","1974 #9","11 Years",True
"Jim McMillian","","","","","","","","https://www.nba.com/player/77554/HISTADD-jim-mcmillian",False,False,True,"","1948-03-11T00:00:00","1970 #13","9 Years",True
"Shellie McMillon","","","","","","","","https://www.nba.com/player/77555/HISTADD-shellie-mcmillon",False,False,True,"","1936-03-11T00:00:00","1958 #42","4 Years",True
"Mal McMullan","","","","","","","","https://www.nba.com/player/77556/HISTADD-mal-mcmullan",False,False,True,"","1927-08-23T00:00:00","Undrafted #Undrafted","2 Years",True
"Chet McNabb","","","","","","","","https://www.nba.com/player/77557/HISTADD-chet-mcnabb",False,False,True,"","1905-04-04T00:00:00","Undrafted #Undrafted","1 Years",True
"Mark McNamara","","","","","","","","https://www.nba.com/player/77558/HISTADD-mark-mcnamara",False,False,True,"","1959-06-08T00:00:00","1982 #22","8 Years",True
"Joe McNamee","","","","","","","","https://www.nba.com/player/77559/HISTADD-joe-mcnamee",False,False,True,"","1926-09-24T00:00:00","1950 #9","2 Years",True
"Jerel McNeal","","","","","","","","https://www.nba.com/player/202077/jerel-mcneal",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/202077.png","June 1, 1987","Undrafted","3 Years",False
"Chris McNealy","","","","","","","","https://www.nba.com/player/77560/HISTADD-chris-mcnealy",False,False,True,"","1961-07-15T00:00:00","1983 #38","3 Years",True
"Bob McNeill","","","","","","","","https://www.nba.com/player/77562/HISTADD-bob-mcneill",False,False,True,"","1938-10-22T00:00:00","1960 #19","2 Years",True
"Larry McNeill","","","","","","","","https://www.nba.com/player/77561/HISTADD-thehawk-mcneill",False,False,True,"","1951-01-31T00:00:00","1973 #25","6 Years",True
"Carl McNulty","","","","","","","","https://www.nba.com/player/77563/HISTADD-carl-mcnulty",False,False,True,"","","","",True
"Paul McPherson","","","","","","","","https://www.nba.com/player/2101/paul-mcpherson",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2101.png","July 3, 1978","Undrafted","1 Year",False
"Cozell McQueen","","","","","","","","https://www.nba.com/player/77565/HISTADD-cozell-mcqueen",False,False,True,"","1962-01-18T00:00:00","1985 #91","1 Years",True
"Jordan McRae","","","","","","","","https://www.nba.com/player/203895/jordan-mcrae",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203895.png","March 28, 1991","2014 R2 Pick 58","5 Years",False
"Thales McReynolds","","","","","","","","https://www.nba.com/player/77566/HISTADD-thales-mcreynolds",False,False,True,"","1943-06-08T00:00:00","1965 #82","1 Years",True
"Josh McRoberts","","","","","","","","https://www.nba.com/player/201177/josh-mcroberts",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201177.png","February 28, 1987","2007 R2 Pick 37","11 Years",False
"Jack McVeigh","HOU","","","","","","","https://www.nba.com/player/1629098/jack-mcveigh",True,False,False,"","June 27, 1996","Undrafted","Rookie",False
"Eric McWilliams","","","","","","","","https://www.nba.com/player/77567/HISTADD-eric-mcwilliams",False,False,True,"","1950-04-18T00:00:00","1972 #37","1 Years",True
"George Mearns","","","","","","","","https://www.nba.com/player/77568/HISTADD-george-mearns",False,False,True,"","1922-04-18T00:00:00","Undrafted #Undrafted","2 Years",True
"Slava Medvedenko","","","","","","","","https://www.nba.com/player/2098/slava-medvedenko",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2098.png","April 4, 1979","Undrafted","8 Years",False
"Darnell Mee","","","","","","","","https://www.nba.com/player/1577/darnell-mee",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1577.png","February 11, 1971","1993 R2 Pick 34","2 Years",False
"Jodie Meeks","","","","","","","","https://www.nba.com/player/201975/jodie-meeks",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201975.png","August 21, 1987","2009 R2 Pick 41","11 Years",False
"Cliff Meely","","","","","","","","https://www.nba.com/player/77570/HISTADD-cliff-meely",False,False,True,"","1947-07-10T00:00:00","1971 #7","5 Years",True
