"player","team","number","position","height","weight","last_attended","country","profile_url","is_active","is_free_agent","is_retired","headshot_url","birthdate","draft","experience","legacy"
"Tito Maddox","","","","","","","","https://www.nba.com/player/2432/tito-maddox",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2432.png","June 8, 1981","2002 R2 Pick 37","2 Years",False
"Gerald Madkins","","","","","","","","https://www.nba.com/player/1666/gerald-madkins",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1666.png","April 18, 1969","Undrafted","2 Years",False
"Mark Madsen","","","","","","","","https://www.nba.com/player/2058/mark-madsen",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2058.png","January 28, 1976","2000 R1 Pick 29","10 Years",False
"Norm Mager","","","","","","","","https://www.nba.com/player/77441/HISTADD-norm-mager",False,False,True,"","","","",True
"Josh Magette","","","","","","","","https://www.nba.com/player/203705/josh-magette",False,False,True,"","November 28, 1989","2012 R0 Pick 0","2 Years",False
"Corey Maggette","","","","","","","","https://www.nba.com/player/1894/corey-maggette",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1894.png","November 12, 1979","1999 R1 Pick 13","15 Years",False
"Dave Magley","","","","","","","","https://www.nba.com/player/77442/HISTADD-dave-magley",False,False,True,"","1959-11-24T00:00:00","1982 #28","1 Years",True
"Jamaal Magloire","","","","","","","","https://www.nba.com/player/2048/jamaal-magloire",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2048.png","May 21, 1978","2000 R1 Pick 19","13 Years",False
"Will Magnay","","","","","","","","https://www.nba.com/player/1630266/will-magnay",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630266.png","June 10, 1998","Undrafted","1 Year",False
"Ian Mahinmi","","","","","","","","https://www.nba.com/player/101133/ian-mahinmi",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101133.png","November 5, 1986","2005 R1 Pick 28","13 Years",False
"John Mahnken","","","","","","","","https://www.nba.com/player/77443/HISTADD-longjohn;stretch-mahnken",False,False,True,"","1922-06-16T00:00:00","Undrafted #Undrafted","7 Years",True
"Francis Mahoney","","","","","","","","https://www.nba.com/player/77444/HISTADD-mo-mahoney",False,False,True,"","","","",True
"Rick Mahorn","","","","","","","","https://www.nba.com/player/328/rick-mahorn",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/328.png","September 21, 1958","1980 R2 Pick 35","18 Years",False
"Dan Majerle","","","","","","","","https://www.nba.com/player/105/dan-majerle",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/105.png","September 9, 1965","1988 R1 Pick 14","14 Years",False
"Renaldo Major","","","","","","","","https://www.nba.com/player/200970/renaldo-major",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200970.png","May 7, 1982","Undrafted","2 Years",False
"Thon Maker","","","","","","","","https://www.nba.com/player/1627748/thon-maker",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1627748.png","February 25, 1997","2016 R1 Pick 10","6 Years",False
"Lionel Malamed","","","","","","","","https://www.nba.com/player/77447/HISTADD-lionel-malamed",False,False,True,"","1924-11-15T00:00:00","Undrafted #Undrafted","1 Years",True
"Theo Maledon","","","","","","","","https://www.nba.com/player/1630177/theo-maledon",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630177.png","June 12, 2001","2020 R2 Pick 34","4 Years",False
"Jeff Malone","","","","","","","","https://www.nba.com/player/117/jeff-malone",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/117.png","June 28, 1961","1983 R1 Pick 10","13 Years",False
"Karl Malone","","","","","","","","https://www.nba.com/player/252/karl-malone",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/252.png","July 24, 1963","1985 R1 Pick 13","20 Years",False
"Moses Malone","","","","","","","","https://www.nba.com/player/77449/HISTADD-moses-malone",False,False,True,"","1955-03-23T00:00:00","Undrafted #Undrafted","19 Years",True
"Matt Maloney","","","","","","","","https://www.nba.com/player/1074/matt-maloney",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1074.png","December 6, 1971","Undrafted","6 Years",False
"Steve Malovic","","","","","","","","https://www.nba.com/player/77450/lon-babby",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/77450.png","July 21, 1956","1978 R7 Pick 149","1 Year",False
"Sandro Mamukelashvili","SAS","","","","","","","https://www.nba.com/player/1630572/sandro-mamukelashvili",True,False,False,"","May 23, 1999","2021 R2 Pick 54","3 Years",False
"Ted Manakas","","","","","","","","https://www.nba.com/player/77451/HISTADD-ted-manakas",False,False,True,"","1951-02-22T00:00:00","1973 #36","1 Years",True
"John Mandic","","","","","","","","https://www.nba.com/player/77452/HISTADD-john-mandic",False,False,True,"","","","",True
"Karim Mane","","","","","","","","https://www.nba.com/player/1630211/karim-mane",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630211.png","May 16, 2000","Undrafted","1 Year",False
"Frank Mangiapane","","","","","","","","https://www.nba.com/player/77453/HISTADD-frank-mangiapane",False,False,True,"","1925-08-25T00:00:00","Undrafted #Undrafted","1 Years",True
"Marcus Mann","","","","","","","","https://www.nba.com/player/986/marcus-mann",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/986.png","December 19, 1973","1996 R2 Pick 40","1 Year",False
"Terance Mann","ATL","","","","","","","https://www.nba.com/player/1629611/terance-mann",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629611.png","October 18, 1996","2019 R2 Pick 48","5 Years",False
"Tre Mann","CHA","","","","","","","https://www.nba.com/player/1630544/tre-mann",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630544.png","February 3, 2001","2021 R1 Pick 18","3 Years",False
"Danny Manning","","","","","","","","https://www.nba.com/player/330/danny-manning",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/330.png","May 17, 1966","1988 R1 Pick 1","16 Years",False
"Ed Manning","","","","","","","","https://www.nba.com/player/77454/HISTADD-ed-manning",False,False,True,"","1944-01-02T00:00:00","1967 #80","4 Years",True
"Richard Manning","","","","","","","","https://www.nba.com/player/316/richard-manning",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/316.png","June 23, 1970","1993 R2 Pick 40","2 Years",False
"Nico Mannion","","","","","","","","https://www.nba.com/player/1630185/nico-mannion",False,False,True,"","March 14, 2001","2020 R2 Pick 48","2 Years",False
"Pace Mannion","","","","","","","","https://www.nba.com/player/77456/HISTADD-pace-mannion",False,False,True,"","1960-09-22T00:00:00","1983 #43","6 Years",True
"Nick Mantis","","","","","","","","https://www.nba.com/player/77457/HISTADD-nick-mantis",False,False,True,"","1935-12-07T00:00:00","1959 #37","2 Years",True
"Pete Maravich","","","","","","","","https://www.nba.com/player/77459/HISTADD-pete-maravich",False,False,True,"","1947-06-22T00:00:00","1970 #3","10 Years",True
"Peter Maravich","","","","","","","","https://www.nba.com/player/77458/HISTADD-press-maravich",False,False,True,"","1920-08-20T00:00:00","Undrafted #Undrafted","1 Years",True
"Devyn Marble","","","","","","","","https://www.nba.com/player/203906/devyn-marble",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203906.png","September 21, 1992","2014 R2 Pick 56","3 Years",False
"Roy Marble","","","","","","","","https://www.nba.com/player/77460/HISTADD-roy-marble",False,False,True,"","1966-12-13T00:00:00","1989 #23","2 Years",True
"Stephon Marbury","","","","","","","","https://www.nba.com/player/950/stephon-marbury",False,False,True,"","February 20, 1977","1996 R1 Pick 4","14 Years",False
"Sarunas Marciulionis","","","","","","","","https://www.nba.com/player/36/sarunas-marciulionis",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/36.png","June 13, 1964","1987 R6 Pick 127","7 Years",False
"Saul Mariaschin","","","","","","","","https://www.nba.com/player/77462/HISTADD-saul-mariaschin",False,False,True,"","","","",True
"Jack Marin","","","","","","","","https://www.nba.com/player/77463/HISTADD-jack-marin",False,False,True,"","1944-10-12T00:00:00","1966 #5","11 Years",True
"Shawn Marion","","","","","","","","https://www.nba.com/player/1890/shawn-marion",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1890.png","May 7, 1978","1999 R1 Pick 9","16 Years",False
"Boban Marjanović","","","","","","","","https://www.nba.com/player/1626246/boban-marjanovic",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1626246.png","August 15, 1988","Undrafted","10 Years",False
"Lauri Markkanen","UTA","","","","","","","https://www.nba.com/player/1628374/lauri-markkanen",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628374.png","May 22, 1997","2017 R1 Pick 7","7 Years",False
"Damir Markota","","","","","","","","https://www.nba.com/player/200806/damir-markota",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/200806.png","December 26, 1985","2006 R2 Pick 59","1 Year",False
"Sean Marks","","","","","","","","https://www.nba.com/player/1752/sean-marks",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1752.png","August 23, 1975","1998 R2 Pick 44","11 Years",False
"Harvey Marlatt","","","","","","","","https://www.nba.com/player/77464/HISTADD-harvey-marlatt",False,False,True,"","1948-08-26T00:00:00","Undrafted #Undrafted","3 Years",True
"Eric Marsh","","","","","","","","https://www.nba.com/player/77465/HISTADD-ricky-marsh",False,False,True,"","1954-03-10T00:00:00","1977 #165","1 Years",True
"Jim Marsh","","","","","","","","https://www.nba.com/player/77466/HISTADD-jim-marsh",False,False,True,"","1946-04-26T00:00:00","1968 #136","1 Years",True
"Donny Marshall","","","","","","","","https://www.nba.com/player/681/donny-marshall",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/681.png","July 17, 1972","1995 R2 Pick 39","6 Years",False
"Donyell Marshall","","","","","","","","https://www.nba.com/player/923/donyell-marshall",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/923.png","May 18, 1973","1994 R1 Pick 4","16 Years",False
"Kendall Marshall","","","","","","","","https://www.nba.com/player/203088/kendall-marshall",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203088.png","August 19, 1991","2012 R1 Pick 13","5 Years",False
"Naji Marshall","DAL","","","","","","","https://www.nba.com/player/1630230/naji-marshall",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630230.png","January 24, 1998","Undrafted","4 Years",False
"Rawle Marshall","","","","","","","","https://www.nba.com/player/101185/rawle-marshall",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101185.png","February 20, 1982","Undrafted","3 Years",False
"Tom Marshall","","","","","","","","https://www.nba.com/player/77467/HISTADD-tom-marshall",False,False,True,"","1931-01-06T00:00:00","1954 #7","4 Years",True
"Vester Marshall","","","","","","","","https://www.nba.com/player/77468/HISTADD-vester-marshall",False,False,True,"","1948-12-22T00:00:00","Undrafted #Undrafted","1 Years",True
"Bill Martin","","","","","","","","https://www.nba.com/player/77481/HISTADD-bill-martin",False,False,True,"","1962-08-16T00:00:00","1985 #26","3 Years",True
"Bob Martin","","","","","","","","https://www.nba.com/player/77478/HISTADD-bob-martin",False,False,True,"","1969-10-07T00:00:00","Undrafted #Undrafted","2 Years",True
"Brian Martin","","","","","","","","https://www.nba.com/player/77469/HISTADD-brian-martin",False,False,True,"","1962-08-18T00:00:00","1984 #185","1 Years",True
"Caleb Martin","DAL","","","","","","","https://www.nba.com/player/1628997/caleb-martin",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png","September 28, 1995","Undrafted","5 Years",False
"Cartier Martin","","","","","","","","https://www.nba.com/player/201858/cartier-martin",False,False,True,"","November 20, 1984","Undrafted","8 Years",False
"Cody Martin","PHX","","","","","","","https://www.nba.com/player/1628998/cody-martin",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628998.png","September 28, 1995","2019 R2 Pick 36","5 Years",False
"Cuonzo Martin","","","","","","","","https://www.nba.com/player/733/cuonzo-martin",False,False,True,"","September 23, 1971","1995 R2 Pick 57","2 Years",False
"Darrick Martin","","","","","","","","https://www.nba.com/player/239/darrick-martin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/239.png","March 6, 1971","Undrafted","13 Years",False
"Don Martin","","","","","","","","https://www.nba.com/player/77473/HISTADD-don-martin",False,False,True,"","1920-02-07T00:00:00","Undrafted #Undrafted","3 Years",True
"Donald Martin","","","","","","","","https://www.nba.com/player/77471/HISTADD-dino-martin",False,False,True,"","1920-05-25T00:00:00","Undrafted #Undrafted","2 Years",True
"Fernando Martin","","","","","","","","https://www.nba.com/player/77472/HISTADD-fernando-martin",False,False,True,"","1962-03-25T00:00:00","1985 #38","1 Years",True
"Jarell Martin","","","","","","","","https://www.nba.com/player/1626185/jarell-martin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1626185.png","May 24, 1994","2015 R1 Pick 25","5 Years",False
"Jaylen Martin","WAS","","","","","","","https://www.nba.com/player/1641798/jaylen-martin",True,False,False,"https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","January 28, 2004","Undrafted","Rookie",False
"Jeff Martin","","","","","","","","https://www.nba.com/player/77474/HISTADD-jeff-martin",False,False,True,"","1967-01-14T00:00:00","1989 #31","2 Years",True
"Jeremiah Martin","","","","","","","","https://www.nba.com/player/1629725/jeremiah-martin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629725.png","June 19, 1996","Undrafted","3 Years",False
"KJ Martin","UTA","","","","","","","https://www.nba.com/player/1630231/kenyon-martin-jr",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630231.png","January 6, 2001","2020 R2 Pick 52","4 Years",False
"Kelan Martin","","","","","","","","https://www.nba.com/player/1629103/kelan-martin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629103.png","August 3, 1995","Undrafted","4 Years",False
"Kenyon Martin","","","","","","","","https://www.nba.com/player/2030/kenyon-martin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2030.png","December 30, 1977","2000 R1 Pick 1","15 Years",False
"Kevin Martin","","","","","","","","https://www.nba.com/player/2755/kevin-martin",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2755.png","February 1, 1983","2004 R1 Pick 26","13 Years",False
"Larue Martin","","","","","","","","https://www.nba.com/player/77475/HISTADD-larue-martin",False,False,True,"","1950-03-26T00:00:00","1972 #1","4 Years",True
"Mo Martin","","","","","","","","https://www.nba.com/player/77476/HISTADD-mo-martin",False,False,True,"","1964-07-02T00:00:00","1986 #16","2 Years",True
"Phil Martin","","","","","","","","https://www.nba.com/player/77477/HISTADD-phil-martin",False,False,True,"","1928-04-02T00:00:00","1954 #29","1 Years",True
"Ronald Martin","","","","","","","","https://www.nba.com/player/77479/HISTADD-whitey-martin",False,False,True,"","1939-04-11T00:00:00","1961 #10","1 Years",True
"Slater Martin","","","","","","","","https://www.nba.com/player/77480/HISTADD-slater-martin",False,False,True,"","1925-10-22T00:00:00","Undrafted #Undrafted","11 Years",True
"Tyrese Martin","BKN","","","","","","","https://www.nba.com/player/1631213/tyrese-martin",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/fallback.png","March 7, 1999","2022 R2 Pick 51","1 Year",False
"Jamal Mashburn","","","","","","","","https://www.nba.com/player/469/jamal-mashburn",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/469.png","November 29, 1972","1993 R1 Pick 4","12 Years",False
"Al Masino","","","","","","","","https://www.nba.com/player/77482/HISTADD-al-masino",False,False,True,"","1928-02-05T00:00:00","Undrafted #Undrafted","2 Years",True
"Anthony Mason","","","","","","","","https://www.nba.com/player/193/anthony-mason",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/193.png","December 14, 1966","1988 R3 Pick 53","14 Years",False
"Desmond Mason","","","","","","","","https://www.nba.com/player/2046/desmond-mason",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2046.png","October 11, 1977","2000 R1 Pick 17","10 Years",False
"Frank Mason III","","","","","","","","https://www.nba.com/player/1628412/frank-mason",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628412.png","April 3, 1994","2017 R2 Pick 34","5 Years",False
"Roger Mason Jr.","","","","","","","","https://www.nba.com/player/2427/roger-mason jr.",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"Tony Massenburg","","","","","","","","https://www.nba.com/player/763/tony-massenburg",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/763.png","July 31, 1967","1990 R2 Pick 43","14 Years",False
"Eddie Mast","","","","","","","","https://www.nba.com/player/77483/HISTADD-eddie-mast",False,False,True,"","1948-10-03T00:00:00","1969 #40","3 Years",True
"Yante Maten","","","","","","","","https://www.nba.com/player/1628999/yaten-maten",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628999.png","August 14, 1996","2018","2 Years",False
"Garrison Mathews","ATL","","","","","","","https://www.nba.com/player/1629726/garrison-mathews",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629726.png","October 24, 1996","Undrafted","5 Years",False
"Mangok Mathiang","","","","","","","","https://www.nba.com/player/1628493/mangok-mathiang",False,False,True,"","October 8, 1992","Undrafted","1 Year",False
"Dakota Mathias","","","","","","","","https://www.nba.com/player/1629751/dakota-mathias",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1629751.png","July 11, 1995","2018","3 Years",False
"Bennedict Mathurin","IND","","","","","","","https://www.nba.com/player/1631097/bennedict-mathurin",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1631097.png","June 19, 2002","2022 R1 Pick 6","2 Years",False
"Karlo Matković","NOP","","","","","","","https://www.nba.com/player/1631255/karlo-matkovic",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1631255.png","March 30, 2001","2022 R2 Pick 52","Rookie",False
"Wes Matthews","","","","","","","","https://www.nba.com/player/77484/HISTADD-wes-matthews",False,False,True,"","1959-08-24T00:00:00","1980 #14","9 Years",True
"Wesley Matthews","","","","","","","","https://www.nba.com/player/202083/wesley-matthews",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/202083.png","October 14, 1986","Undrafted","16 Years",False
"Ariel Maughan","","","","","","","","https://www.nba.com/player/77485/HISTADD-ace-maughan",False,False,True,"","1923-02-23T00:00:00","Undrafted #Undrafted","5 Years",True
"Marlon Maxey","","","","","","","","https://www.nba.com/player/77486/HISTADD-marlon-maxey",False,False,True,"","1969-02-19T00:00:00","1992 #28","2 Years",True
"Tyrese Maxey","PHI","","","","","","","https://www.nba.com/player/1630178/tyrese-maxey",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630178.png","November 4, 2000","2020 R1 Pick 21","4 Years",False
"Jason Maxiell","","","","","","","","https://www.nba.com/player/101131/jason-maxiell",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101131.png","February 18, 1983","2005 R1 Pick 26","10 Years",False
"Cedric Maxwell","","","","","","","","https://www.nba.com/player/77487/HISTADD-cedric-maxwell",False,False,True,"","1955-11-21T00:00:00","1977 #12","11 Years",True
"Vernon Maxwell","","","","","","","","https://www.nba.com/player/137/vernon-maxwell",False,False,True,"","September 12, 1965","1988 R2 Pick 47","13 Years",False
"Don May","","","","","","","","https://www.nba.com/player/77489/HISTADD-don-may",False,False,True,"","1946-01-03T00:00:00","1968 #30","7 Years",True
"Scott May","","","","","","","","https://www.nba.com/player/77490/HISTADD-scott-may",False,False,True,"","1954-03-19T00:00:00","1976 #2","7 Years",True
"Sean May","","","","","","","","https://www.nba.com/player/101118/sean-may",False,False,True,"","April 4, 1984","2005 R1 Pick 13","5 Years",False
"Lee Mayberry","","","","","","","","https://www.nba.com/player/195/lee-mayberry",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/195.png","June 12, 1970","1992 R1 Pick 23","7 Years",False
"Clyde Mayes","","","","","","","","https://www.nba.com/player/77492/HISTADD-clyde-mayes",False,False,True,"","1953-03-17T00:00:00","1975 #22","2 Years",True
"Tharon Mayes","","","","","","","","https://www.nba.com/player/77493/HISTADD-tharon-mayes",False,False,True,"","1968-09-09T00:00:00","Undrafted #Undrafted","1 Years",True
"Bill Mayfield","","","","","","","","https://www.nba.com/player/77495/HISTADD-bill-mayfield",False,False,True,"","1957-10-17T00:00:00","Undrafted #Undrafted","1 Years",True
"Ken Mayfield","","","","","","","","https://www.nba.com/player/77494/HISTADD-ken-mayfield",False,False,True,"","1948-05-11T00:00:00","1971 #50","1 Years",True
"Eric Maynor","","","","","","","","https://www.nba.com/player/201953/eric-maynor",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/201953.png","June 11, 1987","2009 R1 Pick 20","5 Years",False
"O.J. Mayo","","","","","","","","https://www.nba.com/player/201564/o.j.-mayo",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"Skylar Mays","","","","","","","","https://www.nba.com/player/1630219/skylar-mays",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630219.png","September 5, 1997","2020 R2 Pick 50","5 Years",False
"Travis Mays","","","","","","","","https://www.nba.com/player/77496/HISTADD-travis-mays",False,False,True,"","1968-06-19T00:00:00","1990 #14","3 Years",True
"Matt Mazza","","","","","","","","https://www.nba.com/player/77497/HISTADD-matt-mazza",False,False,True,"","1923-09-23T00:00:00","Undrafted #Undrafted","1 Years",True
"Luc Mbah a Moute","","","","","","","","https://www.nba.com/player/201601/luc-mbah a moute",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"DJ Mbenga","","","","","","","","https://www.nba.com/player/2788/dj-mbenga",False,False,True,"","December 30, 1980","Undrafted","8 Years",False
"Bob McAdoo","","","","","","","","https://www.nba.com/player/77498/HISTADD-bob-mcadoo",False,False,True,"","1951-09-25T00:00:00","1972 #2","14 Years",True
"James Michael McAdoo","","","","","","","","https://www.nba.com/player/203949/james michael-mcadoo",False,False,True,"https://cdn.nba.com/headshots/nba/latest/260x190/203500.png","","","",False
"Ken McBride","","","","","","","","https://www.nba.com/player/77499/HISTADD-ken-mcbride",False,False,True,"","","","",True
"Miles McBride","NYK","","","","","","","https://www.nba.com/player/1630540/miles-mcbride",True,False,False,"https://cdn.nba.com/headshots/nba/latest/260x190/1630699.png","September 8, 2000","2021 R2 Pick 36","3 Years",False
"Jared McCain","PHI","","","","","","","https://www.nba.com/player/1642272/tmp-jared-mccain",True,False,False,"https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","February 20, 2004","2024 R1 Pick 16","Rookie",False
"Tahjere McCall","","","","","","","","https://www.nba.com/player/1628769/tahjere-mccall",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1628769.png","August 17, 1994","2017","2 Years",False
"Ray McCallum","","","","","","","","https://www.nba.com/player/203492/ray-mccallum",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/203492.png","June 12, 1991","2013 R2 Pick 36","4 Years",False
"Bob McCann","","","","","","","","https://www.nba.com/player/737/bob-mccann",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/737.png","April 22, 1964","1987 R2 Pick 32","5 Years",False
"Brendan McCann","","","","","","","","https://www.nba.com/player/77500/HISTADD-brendan-mccann",False,False,True,"","1935-07-05T00:00:00","1957 #5","3 Years",True
"Mel McCants","","","","","","","","https://www.nba.com/player/77502/HISTADD-mel-mccants",False,False,True,"","1967-08-19T00:00:00","Undrafted #Undrafted","1 Years",True
"Rashad McCants","","","","","","","","https://www.nba.com/player/101119/rashad-mccants",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/101119.png","September 25, 1984","2005 R1 Pick 14","5 Years",False
"Mike McCarron","","","","","","","","https://www.nba.com/player/77503/HISTADD-mike-mccarron",False,False,True,"","1922-03-02T00:00:00","Undrafted #Undrafted","2 Years",True
"Andre McCarter","","","","","","","","https://www.nba.com/player/77504/HISTADD-andre-mccarter",False,False,True,"","1953-08-25T00:00:00","1976 #89","3 Years",True
"Willie McCarter","","","","","","","","https://www.nba.com/player/77505/HISTADD-willie-mccarter",False,False,True,"","1946-07-26T00:00:00","1969 #12","3 Years",True
"Johnny McCarthy","","","","","","","","https://www.nba.com/player/77506/HISTADD-johnny-mccarthy",False,False,True,"","","","",True
"Howie McCarty","","","","","","","","https://www.nba.com/player/77507/HISTADD-howie-mccarty",False,False,True,"","1905-04-02T00:00:00","Undrafted #Undrafted","1 Years",True
"Kelly McCarty","","","","","","","","https://www.nba.com/player/1820/kelly-mccarty",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1820.png","August 24, 1975","Undrafted","1 Year",False
"Walter McCarty","","","","","","","","https://www.nba.com/player/962/walter-mccarty",False,False,True,"","February 1, 1974","1996 R1 Pick 19","10 Years",False
"Amal McCaskill","","","","","","","","https://www.nba.com/player/1043/amal-mccaskill",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1043.png","October 28, 1973","1996 R2 Pick 49","5 Years",False
"Patrick McCaw","","","","","","","","https://www.nba.com/player/1627775/patrick-mccaw",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/1627775.png","October 25, 1995","2016 R2 Pick 38","6 Years",False
"Dwayne McClain","","","","","","","","https://www.nba.com/player/77509/HISTADD-dwayne-mcclain",False,False,True,"","1963-02-07T00:00:00","1985 #27","1 Years",True
"Ted, Hound Dog McClain","","","","","","","","https://www.nba.com/player/77510/HISTADD-ted-mcclain",False,False,True,"","1947-08-30T00:00:00","1971 #22","3 Years",True
"Dan McClintock","","","","","","","","https://www.nba.com/player/2082/dan-mcclintock",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/2082.png","April 19, 1977","2000 R2 Pick 53","1 Year",False
"Jack McCloskey","","","","","","","","https://www.nba.com/player/77512/HISTADD-jack-mccloskey",False,False,True,"","1925-09-19T00:00:00","Undrafted #Undrafted","1 Years",True
"George McCloud","","","","","","","","https://www.nba.com/player/45/george-mccloud",False,False,True,"https://cdn.nba.com/headshots/nba/latest/1040x760/45.png","May 27, 1967","1989 R1 Pick 7","13 Years",False
"Mac McClung","ORL","","","","","","","https://www.nba.com/player/1630644/mac-mcclung",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/1630644.png","January 6, 1999","Undrafted","2 Years",False
"CJ McCollum","NOP","","","","","","","https://www.nba.com/player/203468/cj-mccollum",True,False,False,"https://cdn.nba.com/headshots/nba/latest/1040x760/203468.png","September 19, 1991","2013 R1 Pick 10","11 Years",False
"John McConathy","","","","","","","","https://www.nba.com/player/77513/HISTADD-john-mcconathy",False,False,True,"","1930-04-09T00:00:00","1951 #5","1 Years",True
"Paul McConnell","","","","","","","","https://www.nba.com/player/77514/HISTADD-bucky-mcconnell",False,False,True,"","1928-07-01T00:00:00","Undrafted #Undrafted","1 Years",True
"T.J. McConnell","IND","","","","","","","https://www.nba.com/player/204456/t.j.-mcconnell",True,False,False,"https://cdn.nba.com/headshots/nba/latest/260x190/1630173.png","","","",False
"Keith McCord","","","","","","","","https://www.nba.com/player/77515/HISTADD-keith-mccord",False,False,True,"","1957-06-22T00:00:00","1979 #198","1 Years",True
"Tim McCormick","","","","","","","","https://www.nba.com/player/77516/HISTADD-tim-mccormick",False,False,True,"","1962-03-10T00:00:00","1984 #12","8 Years",True
"Jelani McCoy","","","","","","","","https://www.nba.com/player/1741/jelani-mccoy",False,False,True,"","December 6, 1977","1998 R2 Pick 33","9 Years",False
"Paul McCracken","","","","","","","","https://www.nba.com/player/77517/HISTADD-paul-mccracken",False,False,True,"","1950-09-11T00:00:00","Undrafted #Undrafted","3 Years",True
